líng,yuán,xīng 〇
mén 閅
yán 閆
bì 閇
hàn,bì 閈
bì 閉
shān 閊
kāi,qiān 開
kàng 閌
bēng 閍
hóng 閎
rùn 閏
sàn 閐
xián 閑
xián,jiàn,jiān,jiǎn 閒
jiān,jiàn,jiǎn 間
mǐn,mín 閔
xiā,xiǎ 閕
shui 閖
dòu 閗
zhá,yā,gē 閘
nào 閙
zhān 閚
pēng,pèng 閛
xiǎ,ě 閜
líng 閝
biàn,guān 閞
bì 閟
rùn 閠
ài,hé,hài,gāi,kǎi 閡
guān 関
gé 閣
gé,gē,hé 閤
fá 閥
chù 閦
hòng,xiàng 閧
guī 閨
mǐn 閩
sē 閪
kǔn 閫
làng,lǎng,liǎng 閬
lǘ 閭
tíng,tǐng 閮
shà 閯
jú 閰
yuè 閱
yuè 閲
chǎn 閳
qù 閴
lìn 閵
chāng,tāng 閶
shài,shā 閷
kǔn 閸
yān 閹
wén 閺
yán,yǎn,yàn 閻
è,yù,yān 閼
hūn 閽
yù 閾
wén 閿
hòng 闀
bāo 闁
hòng,xiàng,juǎn 闂
qù 闃
yǎo 闄
wén 闅
bǎn,pǎn 闆
àn,ǎn,ān,yīn,yǐn 闇
wéi 闈
yīn 闉
kuò 闊
què,jué,kuí 闋
lán,làn 闌
dū,shé 闍
quán 闎
fēng 闏
tián 闐
niè 闑
tà 闒
kǎi 闓
hé 闔
què,quē,jué 闕
chuǎng,chèn 闖
guān 闗
dòu 闘
qǐ 闙
kuī 闚
táng,tāng,chāng 闛
guān,wān,wǎn 關
piáo 闝
kàn,hǎn,xiàn 闞
xì,sè,tà 闟
huì 闠
chǎn 闡
pì,pī 闢
dàng,tāng 闣
huán 闤
tà 闥
wén 闦
tā 闧
mén 门
shuān 闩
shǎn 闪
yán 闫
hàn 闬
bì 闭
wèn 问
chuǎng 闯
rùn 闰
wéi 闱
xián 闲
hóng 闳
jiān,jiàn 间
mǐn 闵
kāng,kàng 闶
mèn,mēn 闷
zhá 闸
nào 闹
guī 闺
wén 闻
tà 闼
mǐn 闽
lǘ 闾
kǎi 闿
fá 阀
gé 阁
hé 阂
kǔn 阃
jiū 阄
yuè 阅
láng,làng 阆
dū,shé 阇
yù 阈
yān 阉
chāng 阊
xì 阋
wén 阌
hūn 阍
yán 阎
è,yān 阏
chǎn 阐
lán 阑
qù 阒
huì 阓
kuò 阔
què 阕
hé 阖
tián 阗
dá,tà 阘
quē,què 阙
hǎn,kàn 阚
huán 阛
fù 阜
fù 阝
lè 阞
duì 队
xìn 阠
qiān 阡
wù,wéi 阢
gài,yì 阣
zhì,yí,tuó 阤
yīn 阥
yáng 阦
dǒu 阧
è,ài 阨
shēng 阩
bǎn 阪
péi 阫
kēng,kàng,gāng 阬
yǔn,yǎn 阭
ruǎn,yuán 阮
zhǐ 阯
pí 阰
jǐng 阱
fáng 防
yáng 阳
yīn 阴
zhèn 阵
jiē 阶
chēng 阷
è,ài 阸
qū 阹
dǐ 阺
zǔ,zhù 阻
zuò 阼
diàn,yán 阽
lǐng,líng 阾
ā,ē,ě,ǎ,à,a 阿
tuó,duò 陀
tuó,zhì,yǐ 陁
bēi,pí,bì,pō 陂
bǐng 陃
fù,bù,fū 附
jì 际
lù,liù 陆
lǒng 陇
chén 陈
xíng 陉
duò 陊
lòu 陋
mò 陌
jiàng,xiáng,xiàng 降
shū 陎
duò,suí 陏
xiàn,wěn 限
ér 陑
guǐ 陒
yū 陓
gāi 陔
shǎn 陕
jùn 陖
qiào 陗
xíng,jìng 陘
chún 陙
fù,wǔ 陚
bì 陛
xiá 陜
shǎn 陝
shēng 陞
zhì,dé 陟
pū,bū,bù 陠
dǒu 陡
yuàn 院
zhèn 陣
chú,zhù,shū 除
xiàn 陥
dǎo 陦
niè 陧
yǔn 陨
xiǎn 险
péi 陪
fèi,péi 陫
zōu,zhé 陬
yì,yǐ 陭
duì 陮
lún,lùn 陯
yīn,yìn,ān 陰
jū 陱
chuí 陲
chén,zhèn 陳
pí,bì 陴
líng 陵
táo,yáo,dào 陶
xiàn 陷
lù,liù 陸
shēng 陹
xiǎn 険
yīn 陻
zhǔ,dǔ 陼
yáng 陽
réng,ér 陾
xiá 陿
chóng 隀
yàn,yǎn 隁
yīn 隂
shù,yú,yáo 隃
dī,tí 隄
yú 隅
lóng,lōng 隆
wēi 隇
wēi 隈
niè 隉
duì,zhuì,suì 隊
suí,duò,tuǒ,tuō 隋
ǎn 隌
huáng 隍
jiē 階
suí 随
yǐn 隐
gài,gāi,ái,qí 隑
yǎn 隒
huī,duò 隓
gé,rǒng,jī 隔
yǔn,yuán 隕
wù 隖
kuí,wěi,guī 隗
ài,è 隘
xì 隙
táng 隚
jì 際
zhàng,zhāng 障
dǎo 隝
áo 隞
xì 隟
yǐn 隠
sà 隡
rǎo 隢
lín 隣
tuí 隤
dèng 隥
jiǎo,pí 隦
suì,zhuì 隧
suí 隨
ào,yù 隩
xiǎn,jiǎn,yán 險
fén 隫
nǐ 隬
ér 隭
jī 隮
dǎo 隯
xí,xiè 隰
yǐn,yìn 隱
zhì 隲
huī 隳
lǒng 隴
xī 隵
lì,dài,yì,dì 隶
lì 隷
lì 隸
zhuī,cuī,wéi 隹
hú,què,hè 隺
zhī,huò 隻
sǔn 隼
juàn,jùn 隽
nán,nàn 难
yì 隿
què,qiāo,qiǎo 雀
yàn 雁
qín 雂
qiān,jiè 雃
xióng 雄
yǎ,yā,yá 雅
jí 集
gù,hù 雇
huán 雈
zhì,kǎi,yǐ,sì 雉
gòu 雊
juàn,jùn,zuì 雋
cí 雌
yōng 雍
jū 雎
chú 雏
hū 雐
zá 雑
luò 雒
yú 雓
chóu 雔
diāo 雕
suī 雖
hàn 雗
wò 雘
shuāng 雙
guàn,huán 雚
chú,jú,jù 雛
zá 雜
yōng 雝
jī 雞
xī 雟
chóu 雠
liù 雡
lí,lì,lǐ,chī,gǔ 離
nán,nàn,nuó 難
xué 雤
zá 雥
jí 雦
jí 雧
yǔ,yù 雨
yú,yù,xū 雩
xuě 雪
nǎ 雫
fǒu 雬
sè,xí 雭
mù 雮
wén 雯
fēn 雰
pāng,páng,fāng 雱
yún 雲
lì 雳
chì 雴
yāng 雵
líng,lián 零
léi,lèi 雷
án 雸
báo 雹
wù,méng 雺
diàn 電
dàng 雼
hù,hū 雽
wù 雾
diào 雿
xū,nuò,rú,ruǎn 需
jì 霁
mù 霂
chén 霃
xiāo,xiào 霄
zhà,zhá,shà,sà,yì 霅
tíng 霆
zhèn,shēn 震
pèi 霈
méi 霉
líng 霊
qī 霋
zhōu 霌
huò,hè,suǒ 霍
shà 霎
fēi 霏
hóng 霐
zhān 霑
yīn 霒
ní 霓
zhù 霔
tún 霕
lín 霖
líng 霗
dòng 霘
yīng,yāng 霙
wù 霚
líng 霛
shuāng 霜
líng 霝
xiá 霞
hóng 霟
yīn 霠
mài 霡
mài 霢
yǔn 霣
liù 霤
mèng 霥
bīn 霦
wù,méng 霧
wèi 霨
kuò 霩
yín 霪
xí 霫
yì 霬
ǎi 霭
dàn 霮
tèng 霯
sǎn,xiàn 霰
yù 霱
lù,lòu 露
lóng 霳
dài 霴
jí 霵
pāng 霶
yáng 霷
bà,pò 霸
pī 霹
wéi 霺
fēng 霻
xì 霼
jì 霽
mái,lí 霾
méng,mào,wù 霿
méng 靀
léi 靁
lì 靂
huò,suǐ,suǒ 靃
ǎi 靄
fèi 靅
dài 靆
lóng,líng 靇
líng 靈
ài,yǐ 靉
fēng 靊
lì 靋
bǎo 靌
hè 靍
hè 靎
hè 靏
bìng 靐
qīng 靑
qīng,jīng 青
jìng,liàng 靓
tiān 靔
zhēn 靕
jìng 靖
chēng 靗
qìng,qīng,jìng 靘
jìng 静
jìng,liáng 靚
diàn 靛
jìng 靜
tiān 靝
fēi,fěi 非
fēi 靟
kào 靠
mí,mǐ,má 靡
miàn 面
miàn 靣
bào 靤
yè 靥
tiǎn,miǎn 靦
huì 靧
yè,yǎn 靨
gé,jí 革
dīng 靪
chá 靫
qián,jiān,kān,hàn 靬
rèn 靭
dí 靮
dù 靯
wù 靰
rèn 靱
qín 靲
jìn 靳
xuē 靴
niǔ 靵
bǎ,bà 靶
yǐn 靷
sǎ,tā 靸
nà 靹
mò,wà 靺
zǔ 靻
dá 靼
bàn 靽
yì 靾
yào 靿
táo 鞀
bèi,bài,bì 鞁
jiē 鞂
hóng 鞃
páo 鞄
yāng,yǎng,yàng 鞅
bǐng 鞆
yīn 鞇
gé,sǎ,tà 鞈
táo 鞉
jié,jí 鞊
xié,wā 鞋
ān 鞌
ān 鞍
hén 鞎
gǒng 鞏
qiǎ 鞐
dá 鞑
qiáo 鞒
tīng 鞓
mán,mèn 鞔
yìng,biān 鞕
suī 鞖
tiáo 鞗
qiào,shāo 鞘
xuàn,juān 鞙
kòng 鞚
běng 鞛
tà 鞜
shàng,zhǎng 鞝
bǐng,bì,pí,bēi 鞞
kuò 鞟
jū,qū,qiōng 鞠
la 鞡
xiè,zhá,dié 鞢
róu 鞣
bāng 鞤
ēng 鞥
qiū 鞦
qiū 鞧
hé,shé,mò 鞨
qiào 鞩
mù,móu 鞪
jū,qū 鞫
jiān,jiàn 鞬
biān 鞭
dī 鞮
jiān 鞯
wēn 鞰
tāo 鞱
gōu 鞲
tà 鞳
bèi,fú,bù,bài 鞴
xié 鞵
pán 鞶
gé 鞷
bì,bǐng 鞸
kuò 鞹
tāng 鞺
lóu 鞻
guì,huì 鞼
qiáo,qiāo,juē 鞽
xuē 鞾
jī 鞿
jiān 韀
jiāng 韁
chàn 韂
dá,tà 韃
hù 韄
xiǎn 韅
qiān 韆
dú 韇
wà 韈
jiān 韉
lán 韊
wéi,huí 韋
rèn 韌
fú 韍
mèi 韎
quàn,juàn 韏
gé 韐
wěi 韑
qiào,shāo 韒
hán 韓
chàng 韔
kuò 韕
rǒu 韖
yùn 韗
shè 韘
wěi 韙
gé 韚
bài,fú 韛
tāo,tào 韜
gōu 韝
yùn,wēn 韞
gāo 韟
bì 韠
wěi,xuē 韡
suì,huì 韢
dú 韣
wà 韤
dú 韥
wéi 韦
rèn 韧
fú 韨
hán 韩
wěi 韪
yùn 韫
tāo 韬
jiǔ 韭
jiǔ 韮
xiān 韯
xiè 韰
xiān 韱
jī 韲
yīn 音
zá 韴
yùn 韵
sháo 韶
lè 韷
péng 韸
huáng,yīng 韹
yīng 韺
yùn 韻
péng 韼
ān 韽
yīn 韾
xiǎng 響
hù 頀
yè,xié 頁
dǐng 頂
qǐng,qīng,kuǐ 頃
kuí 頄
xiàng 項
shùn 順
hān,àn 頇
xū 須
yí 頉
xū 頊
ě 頋
sòng,róng 頌
kuǐ 頍
qí,kěn 頎
háng,gāng,hàng 頏
yù 預
wán,kūn 頑
bān,fén 頒
dùn,dú 頓
dí 頔
dān,diàn 頕
pàn 頖
pō,pǒ,pò,pí 頗
lǐng 領
chè 頙
jǐng 頚
lèi 頛
hé,hán,qīn,gé 頜
qiāo 頝
è,àn 頞
é 頟
wěi 頠
xié,jiá,jié 頡
kuò 頢
shěn 頣
yí 頤
yí 頥
hái,kē,ké 頦
duǐ,duī 頧
yǔ,biàn 頨
pīng,pǐng 頩
lèi 頪
fǔ,tāo,tiào 頫
jiá 頬
tóu,tou 頭
huì 頮
kuí 頯
jiá 頰
luō 頱
tǐng 頲
chēng 頳
yǐng,jǐng 頴
yūn 頵
hú 頶
hàn 頷
jǐng,gěng 頸
tuí 頹
tuí 頺
pín,bīn 頻
lài 頼
tuí 頽
zī 頾
zī 頿
chuí 顀
dìng,dǐng 顁
lài,lái 顂
tán,shǎn 顃
hàn 顄
qiān 顅
kē,kě,kuǎn 顆
cuì,zú 顇
xuǎn,jiōng,jiǒng,xiàn 顈
qīn 顉
yí 顊
sāi 顋
tí,dì 題
é 額
è 顎
yán 顏
wèn,hún,hùn 顐
kǎn,yàn 顑
yóng,yú 顒
zhuān 顓
yán,yá 顔
xiǎn 顕
xìn 顖
yǐ 顗
yuàn,yuǎn 願
sǎng 顙
diān,tián,tiàn 顚
diān 顛
jiǎng 顜
kuī,kuǎ 顝
lèi 類
láo 顟
piǎo 顠
wài,zhuài 顡
mán 顢
cù 顣
yáo,qiào 顤
hào 顥
qiáo 顦
gù 顧
xùn 顨
yǎn,qìn,hàn,qiǎn 顩
huì 顪
chàn,zhàn,shān 顫
rú 顬
méng 顭
bīn 顮
xiǎn,xiàn 顯
pín 顰
lú 顱
lǎn,lǐn 顲
niè 顳
quán 顴
yè 页
dǐng 顶
qǐng 顷
hān 顸
xiàng 项
shùn 顺
xū 须
xū 顼
wán 顽
gù 顾
dùn,dú 顿
qí 颀
bān 颁
sòng 颂
háng 颃
yù 预
lú 颅
lǐng 领
pǒ,pō 颇
jǐng,gěng 颈
jié,xié 颉
jiá 颊
tǐng 颋
hé,gé 颌
yǐng 颍
jiǒng 颎
kē,ké 颏
yí 颐
pín 频
huì 颒
tuí 颓
hàn 颔
yǐng 颕
yǐng 颖
kē 颗
tí 题
yóng 颙
è 颚
zhuān 颛
yán 颜
é 额
niè 颞
mān 颟
diān 颠
sǎng 颡
hào 颢
lèi 颣
chàn,zhàn 颤
rú 颥
pín 颦
quán 颧
fēng,fèng,fěng 風
biāo,diū 颩
guā 颪
fú 颫
xiā 颬
zhǎn 颭
biāo,páo 颮
sà,lì 颯
bá,fú 颰
tái 颱
liè 颲
guā,jǐ 颳
xuàn 颴
shāo,xiāo 颵
jù 颶
biāo 颷
sī 颸
wěi 颹
yáng 颺
yáo,yào 颻
sōu 颼
kǎi 颽
sōu,sāo 颾
fān 颿
liú 飀
xí 飁
liù,liáo 飂
piāo,piào 飃
piāo 飄
liú 飅
biāo 飆
biāo 飇
biāo 飈
liáo 飉
biāo 飊
sè 飋
fēng 飌
xiū 飍
fēng 风
yáng 飏
zhǎn 飐
biāo 飑
sà 飒
jù 飓
sī 飔
sōu 飕
yáo 飖
liú 飗
piāo 飘
biāo 飙
biāo 飚
fēi 飛
fān 飜
fēi 飝
fēi 飞
shí,sì,yì 食
shí 飠
cān 飡
jī 飢
dìng 飣
sì 飤
tuō 飥
zhān,gān 飦
sūn 飧
xiǎng 飨
tún,zhùn 飩
rèn 飪
yù 飫
juàn,yǒng 飬
chì,shì 飭
yǐn 飮
fàn 飯
fàn 飰
sūn,cān 飱
yǐn,yìn 飲
tǒu,zhù 飳
yí,sì 飴
zuò,zé 飵
bì 飶
jiě 飷
tāo 飸
bǎo 飹
cí 飺
tiè 飻
sì 飼
bǎo 飽
shì,chì 飾
duò 飿
hài 餀
rèn 餁
tiǎn,tián 餂
jiǎo,jiào 餃
jiá,hé 餄
bǐng 餅
yáo 餆
tóng 餇
cí 餈
xiǎng 餉
yǎng,yàng 養
juàn 餋
ěr 餌
yàn 餍
le 餎
xī 餏
cān,sūn 餐
bō 餑
něi 餒
è 餓
bù,bū 餔
jùn 餕
dòu 餖
sù 餗
yú,yé 餘
shì,xī 餙
yáo 餚
hún,kūn 餛
guǒ 餜
shì 餝
jiàn 餞
zhuì 餟
bǐng 餠
xiàn,kàn 餡
bù 餢
yè 餣
tán,dàn 餤
fēi 餥
zhāng 餦
wèi,něi 餧
guǎn 館
è 餩
nuǎn,nuàn 餪
yùn,hún 餫
hú 餬
huáng 餭
tiè 餮
huì 餯
jiān,zhān 餰
hóu 餱
ài,hé 餲
táng,xíng 餳
fēn 餴
wèi 餵
gǔ 餶
chā 餷
sòng 餸
táng 餹
bó 餺
gāo 餻
xì 餼
kuì 餽
liù,liú 餾
sōu 餿
táo,tāo,xiàn 饀
yè 饁
wēn 饂
mó 饃
táng 饄
mán 饅
bì 饆
yù 饇
xiū 饈
jǐn 饉
sǎn 饊
kuì,tuí 饋
zhuàn,xuǎn 饌
shàn 饍
chì 饎
dàn 饏
yì,yē,èn 饐
jī,qí 饑
ráo 饒
chēng 饓
yōng 饔
tāo 饕
wèi 饖
xiǎng 饗
zhān 饘
fēn 饙
hài 饚
méng 饛
yàn 饜
mó 饝
chán 饞
xiǎng 饟
luó 饠
zàn 饡
náng,nǎng 饢
shí 饣
dìng 饤
jī 饥
tuō 饦
táng,xíng 饧
tún 饨
xì 饩
rèn 饪
yù 饫
chì 饬
fàn 饭
yǐn,yìn 饮
jiàn 饯
shì 饰
bǎo 饱
sì 饲
duò 饳
yí 饴
ěr 饵
ráo 饶
xiǎng 饷
hé 饸
le 饹
jiǎo 饺
xī 饻
bǐng 饼
bō 饽
dòu 饾
è 饿
yú 馀
něi 馁
jùn 馂
guǒ 馃
hún 馄
xiàn 馅
guǎn 馆
chā 馇
kuì 馈
gǔ 馉
sōu 馊
chán 馋
yè 馌
mó 馍
bó 馎
liú,liù 馏
xiū 馐
jǐn 馑
mán 馒
sǎn 馓
zhuàn 馔
náng,nǎng 馕
shǒu 首
kuí,qiú 馗
guó,xù 馘
xiāng 香
fén 馚
bó 馛
nǐ 馜
bì 馝
bó,pò 馞
tú 馟
hān 馠
fēi 馡
jiān 馢
ān 馣
ài 馤
fù,bì 馥
xiān 馦
yūn,wò 馧
xīn 馨
fén 馩
pīn 馪
xīn 馫
mǎ 馬
yù 馭
féng,píng 馮
hàn,qián,hán 馯
dí 馰
tuó,duò,dài 馱
zhé,tuō 馲
chí 馳
xún 馴
zhù 馵
zhī,shì 馶
pèi 馷
xìn,jìn 馸
rì 馹
sà 馺
yǔn 馻
wén 馼
zhí 馽
dàn,dǎn 馾
lǘ 馿
yóu 駀
bó 駁
bǎo 駂
jué,kuài 駃
tuó 駄
yì 駅
qū 駆
wén 駇
qū 駈
jiōng 駉
pǒ 駊
zhāo 駋
yuān 駌
péi,pēng 駍
zhòu 駎
jù 駏
zhù 駐
nú 駑
jū,jù 駒
pī 駓
zǎng,zù,zǔ 駔
jià,jiā 駕
líng 駖
zhěn 駗
tái,dài,zhài,tāi 駘
fù 駙
yǎng 駚
shǐ 駛
bì 駜
tuó 駝
tuó 駞
sì 駟
liú 駠
mà 駡
pián 駢
táo 駣
zhì 駤
róng 駥
téng 駦
dòng 駧
xūn,xuàn 駨
quān 駩
shēn 駪
jiōng 駫
ěr 駬
hài 駭
bó 駮
zhū 駯
yīn 駰
luò,jià 駱
zhōu 駲
dàn 駳
hài 駴
liú 駵
jú 駶
sǒng 駷
qīn 駸
máng 駹
láng,liáng 駺
hàn 駻
tú 駼
xuān 駽
tuì 駾
jùn 駿
ě,é 騀
chěng 騁
xīng 騂
ái,sì,tǎi 騃
lù 騄
zhuī 騅
zhōu,dòng 騆
shè 騇
pián 騈
kūn 騉
táo 騊
lái 騋
zōng 騌
kè 騍
qí,jì 騎
qí 騏
yàn 騐
fēi 騑
sāo 騒
yàn 験
gé 騔
yǎo 騕
wù 騖
piàn 騗
cōng 騘
piàn 騙
qián 騚
fēi 騛
huáng 騜
qián 騝
huō 騞
yú 騟
tí 騠
quán 騡
xiá 騢
zōng 騣
kuí,jué 騤
róu 騥
sī 騦
guā 騧
tuó 騨
guī,tuí 騩
sōu 騪
qiān,jiǎn 騫
chéng 騬
zhì 騭
liú 騮
péng,bǎng 騯
téng 騰
xí 騱
cǎo 騲
dú 騳
yàn 騴
yuán 騵
zōu,zhū,zhòu,qū 騶
sāo,sǎo,xiāo 騷
shàn 騸
qí 騹
zhì,chì 騺
shuāng 騻
lù 騼
xí 騽
luó 騾
zhāng 騿
mò,mà 驀
ào,yào 驁
cān 驂
biāo,piào 驃
cōng 驄
qū 驅
bì 驆
zhì 驇
yù 驈
xū 驉
huá 驊
bō 驋
sù 驌
xiāo 驍
lín 驎
zhàn 驏
dūn 驐
liú 驑
tuó 驒
céng 驓
diàn 驔
jiāo,xiāo,jū,qiáo 驕
tiě 驖
yàn 驗
luó 驘
zhān,zhàn 驙
jīng 驚
yì 驛
yè 驜
tuō 驝
pīn 驞
zhòu 驟
yàn 驠
lóng,zǎng 驡
lǘ 驢
téng 驣
xiāng 驤
jì 驥
shuāng 驦
jú 驧
xí 驨
huān 驩
lí,chí 驪
biāo,piāo 驫
mǎ 马
yù 驭
tuó,duò 驮
xún 驯
chí 驰
qū 驱
rì 驲
bó 驳
lǘ 驴
zǎng 驵
shǐ 驶
sì 驷
fù 驸
jū 驹
zōu 驺
zhù 驻
tuó 驼
nú 驽
jià 驾
yì 驿
dài,tái 骀
xiāo 骁
mà 骂
yīn 骃
jiāo 骄
huá 骅
luò 骆
hài 骇
pián 骈
biāo 骉
lí 骊
chěng 骋
yàn 验
xīng 骍
qīn 骎
jùn 骏
qí 骐
qí 骑
kè 骒
zhuī 骓
zōng 骔
sù 骕
cān 骖
piàn 骗
zhì 骘
kuí 骙
sāo 骚
wù 骛
ào 骜
liú 骝
qiān 骞
shàn 骟
biāo,piào 骠
luó 骡
cōng 骢
chǎn 骣
zhòu 骤
jì 骥
shuāng 骦
xiāng 骧
gǔ,gú,gū 骨
wěi 骩
wěi 骪
wěi,wán 骫
yú 骬
gàn 骭
yì 骮
āng,kǎng 骯
tóu,gǔ 骰
jiè,jiá,xiè 骱
bào 骲
bèi 骳
cī,zhài 骴
tǐ 骵
dǐ 骶
kū 骷
hái,gāi 骸
qiāo,jiāo,xiāo 骹
hóu 骺
kuà 骻
gé 骼
tuǐ 骽
gěng 骾
pián 骿
bì 髀
kē,kuà 髁
qià,gé 髂
yú 髃
suǐ 髄
lóu 髅
bó,pò 髆
xiāo 髇
bǎng,páng,pǎng 髈
bó,jué 髉
cī,cuō 髊
kuān 髋
bìn 髌
mó 髍
liáo 髎
lóu 髏
xiāo 髐
dú 髑
zāng,zǎng 髒
suǐ 髓
tǐ,tī 體
bìn 髕
kuān 髖
lú 髗
gāo,gào 高
gāo 髙
qiào 髚
kāo 髛
qiǎo 髜
láo 髝
sào 髞
biāo,piào,shān 髟
kūn 髠
kūn 髡
dí 髢
fǎng 髣
xiū 髤
rán 髥
máo 髦
dàn 髧
kūn 髨
bìn 髩
fà,fǎ 髪
tiáo 髫
pī 髬
zī 髭
fà,fǎ 髮
rán 髯
tì 髰
bào 髱
bì 髲
máo,róu,méng 髳
fú,fèi 髴
ér 髵
róng,èr 髶
qū 髷
gōng 髸
xiū 髹
kuò,yuè 髺
jì,jié 髻
péng 髼
zhuā 髽
shāo,shǎo,shào 髾
suō 髿
tì 鬀
lì 鬁
bìn 鬂
zōng 鬃
dí,tì 鬄
péng 鬅
sōng,sòng,sóng 鬆
zhēng 鬇
quán 鬈
zōng 鬉
shùn 鬊
jiǎn 鬋
tuǒ,chuí,duǒ 鬌
hú 鬍
là 鬎
jiū 鬏
qí 鬐
lián 鬑
zhěn 鬒
bìn 鬓
péng 鬔
mà 鬕
sān,sàn 鬖
mán 鬗
mán 鬘
sēng 鬙
xū 鬚
liè 鬛
qiān 鬜
qiān 鬝
náng,nàng 鬞
huán 鬟
kuò,kuài 鬠
níng 鬡
bìn 鬢
liè 鬣
ráng,níng 鬤
dòu 鬥
dòu 鬦
nào 鬧
hòng,xiàng 鬨
xì,hè 鬩
dòu 鬪
hǎn 鬫
dòu 鬬
dòu 鬭
jiū 鬮
chàng 鬯
yù 鬰
yù 鬱
gé,lì,è 鬲
yàn 鬳
fǔ,lì 鬴
qín,xín 鬵
guī 鬶
zōng,zěng 鬷
liù 鬸
guī,xié 鬹
shāng 鬺
yù,zhōu,jū 鬻
guǐ 鬼
mèi 鬽
jì,qí 鬾
qí 鬿
gà 魀
kuí,kuǐ,kuài 魁
hún 魂
bá 魃
pò,bó,tuò 魄
mèi 魅
xū 魆
yǎn 魇
xiāo 魈
liǎng 魉
yù 魊
tuí,chuí 魋
qī 魌
wǎng 魍
liǎng 魎
wèi,wéi,wēi 魏
gān 魐
chī 魑
piāo 魒
bì 魓
mó 魔
jǐ 魕
xū 魖
chǒu,chóu 魗
yǎn 魘
zhān 魙
yú 魚
dāo 魛
rén 魜
jié,jì 魝
bā 魞
hóng,gōng 魟
tuō 魠
diào,dí 魡
jǐ 魢
xù,yú 魣
é,huà 魤
è,qiè,jì 魥
shā,suō 魦
háng 魧
tún 魨
mò 魩
jiè 魪
shěn 魫
bǎn 魬
yuán,wǎn 魭
pí,bǐ 魮
lǔ,lǚ 魯
wén 魰
hú,hù 魱
lú 魲
zā,shī 魳
fáng 魴
fén,fèn 魵
nà 魶
yóu 魷
piàn 魸
mó 魹
hé,gě 魺
xiá,xiā 魻
qū,xié 魼
hán,hān 魽
pī,pí 魾
líng,lín 魿
tuó 鮀
bō,bà 鮁
qiú 鮂
píng 鮃
fú 鮄
bì 鮅
cǐ,jì 鮆
wèi 鮇
jū,qú,gǒu 鮈
diāo 鮉
bà,bó 鮊
yóu,chóu 鮋
gǔn 鮌
pī,pí,jù 鮍
nián 鮎
xīng,zhēng 鮏
tái 鮐
bào,bāo,pāo 鮑
fù 鮒
zhǎ,zhà 鮓
jù 鮔
gū 鮕
shí 鮖
dōng 鮗
dai 鮘
tà 鮙
jié,qià 鮚
shū 鮛
hòu 鮜
xiǎng,zhèn 鮝
ér 鮞
àn,ān 鮟
wéi 鮠
zhào 鮡
zhū 鮢
yìn 鮣
liè 鮤
luò,gé 鮥
tóng 鮦
tǐ,yí 鮧
yì,qí 鮨
bìng,bì 鮩
wěi 鮪
jiāo 鮫
kū,kù 鮬
guī,xié,huà,wā,kuí 鮭
xiān,xiǎn,xiàn 鮮
gé 鮯
huí 鮰
lǎo 鮱
fú 鮲
kào 鮳
xiū 鮴
duó 鮵
jūn 鮶
tí 鮷
miǎn 鮸
shāo 鮹
zhǎ 鮺
suō 鮻
qīn 鮼
yú 鮽
něi 鮾
zhé 鮿
gǔn 鯀
gěng 鯁
sū 鯂
wú 鯃
qiú 鯄
shān,shěn 鯅
pū,bū 鯆
huàn 鯇
tiáo,yóu,chóu 鯈
lǐ 鯉
shā 鯊
shā 鯋
kào 鯌
méng 鯍
chéng 鯎
lí 鯏
zǒu 鯐
xī 鯑
yǒng 鯒
shēn 鯓
zī 鯔
qí 鯕
zhēng,qīng 鯖
xiǎng 鯗
něi 鯘
chún 鯙
jì 鯚
diāo 鯛
qiè 鯜
gù 鯝
zhǒu 鯞
dōng 鯟
lái 鯠
fèi,fēi 鯡
ní 鯢
yì 鯣
kūn 鯤
lù 鯥
jiù,ǎi 鯦
chāng 鯧
jīng,qíng 鯨
lún 鯩
líng 鯪
zōu 鯫
lí 鯬
měng 鯭
zōng 鯮
zhì 鯯
nián 鯰
hǔ 鯱
yú 鯲
dǐ 鯳
shī 鯴
shēn 鯵
huàn 鯶
tí 鯷
hóu 鯸
xīng 鯹
zhū 鯺
là 鯻
zōng 鯼
zéi,jì 鯽
biān 鯾
biān 鯿
huàn 鰀
quán 鰁
zéi,zé 鰂
wēi 鰃
wēi 鰄
yú 鰅
chūn 鰆
róu 鰇
dié,qiè,zhá 鰈
huáng 鰉
liàn 鰊
yǎn 鰋
qiū 鰌
qiū 鰍
jiǎn 鰎
bī 鰏
è 鰐
yáng 鰑
fù 鰒
sāi,xí 鰓
gǎn,jiān,xián 鰔
xiā 鰕
tuǒ,wěi 鰖
hú 鰗
shì 鰘
ruò 鰙
xuān 鰚
wēn 鰛
qiàn,jiān 鰜
hào 鰝
wū 鰞
fáng,páng 鰟
sāo 鰠
liú 鰡
mǎ 鰢
shí 鰣
shī 鰤
guān,guàn,kūn,gǔn 鰥
zī 鰦
téng 鰧
tǎ,dié 鰨
yáo 鰩
é,gé 鰪
yóng 鰫
qián 鰬
qí 鰭
wēn 鰮
ruò 鰯
shén 鰰
lián 鰱
áo 鰲
lè 鰳
huī 鰴
mǐn 鰵
jì 鰶
tiáo 鰷
qū 鰸
jiān 鰹
shēn,sāo,cān 鰺
mán 鰻
xí 鰼
qiú 鰽
biào 鰾
jì 鰿
jì 鱀
zhú 鱁
jiāng 鱂
xiū,qiū 鱃
zhuān,tuán,liàn 鱄
yōng,yóng 鱅
